Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
ortT	U00096.3	1517389	1517562	+	174	0	1	3	1	5	2	6	0	3
ydcY	U00096.3	1517648	1517881	+	234	23	21	24	12	11	22	17	13	13
ydcZ	U00096.3	1517882	1518331	-	450	1	1	0	1	0	0	0	0	1
mnaT	U00096.3	1518328	1518846	-	519	3	0	0	1	1	1	1	0	0
curA	U00096.3	1519027	1520064	+	1038	6	9	11	8	8	12	7	7	7
mcbR	U00096.3	1520262	1520927	+	666	1	4	1	1	1	0	0	0	3
yncD	U00096.3	1520963	1523065	-	2103	4	6	7	5	6	2	2	6	3
yncE	U00096.3	1523307	1524368	+	1062	1	5	2	1	4	1	0	1	3
ansP	U00096.3	1524481	1525980	-	1500	16	21	21	18	14	18	21	14	16
yncG	U00096.3	1526247	1526864	+	618	2	1	3	2	0	3	1	2	1
yncH	U00096.3	1526940	1527152	+	213	0	0	1	0	1	0	0	0	0
ydcD	U00096.3	1529922	1530404	+	483	0	0	2	0	0	0	0	0	1
yncO	U00096.3	1530319	1530504	-	186	0	0	0	0	0	0	0	0	0
ydcC	U00096.3	1531816	1532952	+	1137	3	0	1	0	1	1	1	1	1
pptA	U00096.3	1533052	1533285	+	234	3	7	2	4	5	1	2	0	1
yddH	U00096.3	1533282	1533851	-	570	0	2	1	1	2	2	1	3	0
nhoA	U00096.3	1534024	1534869	+	846	3	5	7	3	7	11	3	2	6
yddE	U00096.3	1534965	1535858	-	894	4	7	11	5	11	3	3	5	9
narV	U00096.3	1535937	1536617	-	681	2	2	5	4	5	4	1	6	3
narW	U00096.3	1536614	1537309	-	696	2	1	0	0	1	0	3	3	3
narY	U00096.3	1537309	1538853	-	1545	2	2	2	1	1	2	1	2	2
narZ	U00096.3	1538850	1542590	-	3741	7	7	5	5	3	0	4	4	9
narU	U00096.3	1542672	1544060	-	1389	9	5	12	8	6	5	9	6	9
yddK	U00096.3	1544758	1545714	-	957	0	1	1	1	0	0	0	0	1
yddL	U00096.3	1545738	1546028	-	291	1	2	0	0	0	0	0	0	0
yddG	U00096.3	1546288	1547169	-	882	3	0	3	7	3	2	3	1	3
fdnG	U00096.3	1547401	1550448	+	3048	17	13	10	17	17	15	10	11	10
fdnH	U00096.3	1550461	1551345	+	885	5	5	8	8	2	1	1	2	4
fdnI	U00096.3	1551338	1551991	+	654	22	26	30	31	20	25	14	28	27
yddM	U00096.3	1552398	1552682	-	285	21	19	19	13	14	21	16	20	27
adhP	U00096.3	1552828	1553838	-	1011	8	4	3	6	1	12	6	7	8
maeA	U00096.3	1553972	1555669	-	1698	21	24	20	9	16	22	18	17	14
sra	U00096.3	1555826	1555963	-	138	58	52	60	60	44	58	57	43	50
bdm	U00096.3	1556065	1556280	-	216	0	0	0	1	0	0	0	0	0
osmC	U00096.3	1556625	1557056	+	432	4	10	9	4	1	10	2	5	3
ddpF	U00096.3	1557112	1558038	-	927	0	0	3	0	1	1	0	1	1
ddpD	U00096.3	1558031	1559017	-	987	0	1	2	2	0	1	1	0	0
ddpC	U00096.3	1559014	1559910	-	897	0	1	1	2	1	3	0	1	0
ddpB	U00096.3	1559907	1560929	-	1023	0	1	2	2	2	1	3	2	1
ddpA	U00096.3	1560931	1562481	-	1551	1	5	2	2	2	4	3	2	1
ddpX	U00096.3	1562495	1563076	-	582	3	1	2	1	0	0	1	1	1
dosP	U00096.3	1563334	1565733	-	2400	4	3	7	3	1	2	1	1	0
dosC	U00096.3	1565758	1567140	-	1383	2	1	2	3	2	3	3	3	2
yddY	U00096.3	1567178	1567219	-	42	0	0	1	0	0	0	0	0	0
yddW	U00096.3	1567504	1568823	-	1320	13	21	19	13	22	13	29	17	17
gadC	U00096.3	1568954	1570489	-	1536	316	457	298	336	304	397	364	322	361
gadB	U00096.3	1570645	1572045	-	1401	203	278	224	206	225	270	265	240	251
pqqL	U00096.3	1572407	1575202	-	2796	13	28	18	12	15	3	12	13	16
yddB	U00096.3	1575247	1577619	-	2373	5	6	14	6	5	8	3	4	3
yddA	U00096.3	1577657	1579342	-	1686	2	3	2	5	2	6	0	4	0
yneP	U00096.3	1579545	1579667	+	123	2	3	4	1	1	2	1	2	2
ydeM	U00096.3	1579633	1580790	-	1158	7	6	5	2	4	4	3	2	7
ydeN	U00096.3	1580842	1582524	-	1683	12	12	6	8	8	9	9	5	4
ydeO	U00096.3	1582926	1583687	-	762	1	2	1	1	2	2	1	1	0
safA	U00096.3	1583762	1583959	-	198	0	0	0	0	0	0	0	0	0
ydeP	U00096.3	1584207	1586486	-	2280	11	11	20	12	6	7	8	8	7
ydeQ	U00096.3	1586820	1587734	-	915	2	1	1	2	3	2	1	1	0
ydeR	U00096.3	1587793	1588296	-	504	0	0	0	1	1	1	1	0	0
ydeS	U00096.3	1588309	1588839	-	531	0	0	0	3	0	1	0	2	0
ydeT	U00096.3	1588853	1590001	-	1149	0	3	1	1	0	2	0	1	0
hipA	U00096.3	1590854	1592176	-	1323	4	3	12	3	3	1	5	4	3
hipB	U00096.3	1592176	1592442	-	267	47	47	53	50	33	42	43	26	28
lsrK	U00096.3	1598617	1600209	-	1593	21	13	15	12	6	9	12	21	11
lsrR	U00096.3	1600288	1601241	-	954	13	13	12	11	6	6	9	12	7
lsrA	U00096.3	1601490	1603025	+	1536	12	9	11	3	5	9	4	4	3
lsrC	U00096.3	1603019	1604047	+	1029	0	0	2	4	0	3	1	1	3
lsrD	U00096.3	1604047	1605039	+	993	4	7	8	8	4	4	9	6	4
lsrB	U00096.3	1605051	1606073	+	1023	7	6	11	4	8	5	4	9	5
lsrF	U00096.3	1606100	1606975	+	876	5	5	4	5	2	10	5	9	5
lsrG	U00096.3	1606999	1607289	+	291	3	3	4	3	2	6	7	0	6
tam	U00096.3	1607346	1608104	+	759	3	3	2	2	3	12	1	6	6
yneE	U00096.3	1608108	1609022	-	915	7	4	8	14	4	9	4	4	5
uxaB	U00096.3	1609229	1610680	-	1452	22	34	32	38	13	26	7	17	17
dgcF	U00096.3	1610907	1611854	-	948	0	0	1	1	1	1	2	1	1
yneG	U00096.3	1611966	1612325	-	360	4	11	10	9	8	4	13	12	12
glsB	U00096.3	1612325	1613251	-	927	2	5	7	2	7	1	6	3	8
sad	U00096.3	1613315	1614703	-	1389	6	3	3	3	3	3	2	6	0
yneJ	U00096.3	1614804	1615685	+	882	5	2	2	4	0	1	0	3	7
yneK	U00096.3	1615763	1616878	+	1116	2	0	1	2	2	4	1	1	3
ydeA	U00096.3	1617028	1618218	+	1191	3	2	3	3	1	2	0	1	0
marC	U00096.3	1618243	1618908	-	666	5	10	5	7	3	11	7	6	4
marR	U00096.3	1619120	1619554	+	435	20	22	18	16	14	9	17	11	13
marA	U00096.3	1619574	1619957	+	384	10	9	15	10	4	14	11	13	3
marB	U00096.3	1619989	1620207	+	219	3	4	4	4	1	7	3	2	1
eamA	U00096.3	1620238	1621137	-	900	4	2	5	2	2	0	4	3	5
ydeE	U00096.3	1621332	1622519	+	1188	1	6	0	5	3	3	2	4	3
mgtS	U00096.3	1622646	1622741	+	96	7	4	7	2	3	5	3	3	3
mgrR	U00096.3	1622817	1622914	-	98	3	1	4	2	1	1	3	1	1
dgcZ	U00096.3	1622960	1623850	-	891	1	3	3	2	0	5	2	3	5
ydeI	U00096.3	1624105	1624497	-	393	0	1	0	0	0	0	0	0	0
ydeJ	U00096.3	1624773	1625291	+	519	14	9	11	11	9	15	13	7	20
dcp	U00096.3	1625335	1627380	-	2046	7	13	12	21	10	10	6	9	8
ydfG	U00096.3	1627517	1628263	+	747	13	11	11	12	4	5	7	9	10
ydfH	U00096.3	1628352	1629038	+	687	19	10	21	17	11	9	16	10	18
ydfZ	U00096.3	1629215	1629418	+	204	206	210	191	182	194	207	196	187	196
ydfI	U00096.3	1629453	1630913	-	1461	4	12	2	7	4	7	1	6	3
ydfJ	U00096.3	1631002	1632285	-	1284	3	4	0	4	1	1	0	0	0
ynfT	U00096.3	1632890	1633003	+	114	1	0	2	0	0	0	1	0	0
ydfK	U00096.3	1633072	1633305	+	234	0	0	0	0	0	0	0	0	0
pinQ	U00096.3	1633622	1634212	+	591	1	1	1	2	2	0	0	2	0
tfaQ	U00096.3	1634310	1634885	-	576	0	0	0	1	0	0	1	0	0
ydfN	U00096.3	1634885	1635847	-	963	1	0	1	1	0	0	1	0	0
nohA	U00096.3	1635798	1636367	-	570	1	1	1	0	0	0	1	0	0
ynfO	U00096.3	1636756	1636989	+	234	1	1	0	1	0	3	0	0	0
ydfO	U00096.3	1637047	1637457	+	411	3	6	2	9	2	7	5	8	6
gnsB	U00096.3	1637609	1637782	-	174	13	9	17	15	14	14	15	11	22
ynfN	U00096.3	1637954	1638109	-	156	0	0	0	0	0	1	0	0	0
ynfR	U00096.3	1638188	1638253	-	66	0	0	0	0	0	0	0	0	0
ynfQ	U00096.3	1638256	1638444	-	189	0	0	0	0	1	0	2	0	0
cspI	U00096.3	1638455	1638667	-	213	0	0	0	0	0	1	0	0	0
rzpQ	U00096.3	1639030	1639527	-	498	2	1	0	0	0	0	0	0	0
rzoQ	U00096.3	1639080	1639334	-	255	0	0	0	0	0	0	0	0	0
rrrQ	U00096.3	1639524	1640057	-	534	0	1	0	0	0	0	0	0	0
ydfR	U00096.3	1640054	1640365	-	312	1	0	1	0	0	1	0	0	0
essQ	U00096.3	1640370	1640585	-	216	0	0	1	0	0	0	0	0	0
cspB	U00096.3	1641339	1641554	-	216	0	2	1	1	0	1	0	0	1
cspF	U00096.3	1641855	1642067	+	213	0	0	0	0	0	0	1	0	0
ynfS	U00096.3	1642122	1642211	+	90	3	1	0	0	2	1	1	0	0
ydfT	U00096.3	1642489	1643241	-	753	20	21	20	17	12	12	17	13	19
ydfU	U00096.3	1643255	1644304	-	1050	2	4	0	0	0	0	1	1	1
rem	U00096.3	1644651	1644902	-	252	6	4	14	2	4	6	2	2	8
hokD	U00096.3	1645119	1645274	-	156	2	2	6	1	4	0	0	3	1
relE	U00096.3	1645346	1645633	-	288	22	28	18	21	12	28	11	21	8
relB	U00096.3	1645633	1645872	-	240	65	56	53	57	40	46	37	32	49
ydfV	U00096.3	1645897	1646202	+	306	10	11	8	12	3	12	7	6	8
flxA	U00096.3	1646405	1646737	+	333	1	0	0	2	1	0	1	0	2
ydfW	U00096.3	1647174	1647323	-	150	1	0	0	0	1	0	1	0	0
ydfX	U00096.3	1647346	1647636	-	291	1	0	1	2	0	0	0	0	0
dicC	U00096.3	1647620	1647850	-	231	0	1	2	0	0	0	1	0	0
dicA	U00096.3	1647934	1648341	+	408	49	56	65	65	42	40	54	48	42
ydfA	U00096.3	1648508	1648663	+	156	0	0	0	1	0	1	0	0	1
ydfB	U00096.3	1648665	1648793	+	129	0	3	0	3	1	0	1	0	2
ydfC	U00096.3	1648823	1649041	+	219	3	3	1	4	0	2	0	1	3
dicF	U00096.3	1649382	1649434	+	53	0	0	0	0	0	0	0	0	0
dicB	U00096.3	1649609	1649797	+	189	0	0	0	0	0	0	0	0	0
ydfD	U00096.3	1649794	1649985	+	192	0	0	1	0	0	0	0	0	0
ynfP	U00096.3	1652728	1652838	-	111	0	1	0	0	0	0	0	0	0
rspB	U00096.3	1652896	1653915	-	1020	6	3	10	2	6	4	5	7	6
rspA	U00096.3	1653927	1655141	-	1215	3	6	2	6	1	4	1	6	1
ynfA	U00096.3	1655347	1655673	-	327	0	0	1	2	1	0	0	0	1
ynfB	U00096.3	1655808	1656149	+	342	27	24	29	17	14	23	19	20	27
speG	U00096.3	1656184	1656744	+	561	13	12	9	17	12	10	7	6	14
ynfC	U00096.3	1656747	1657457	-	711	5	2	4	6	7	2	1	6	4
ynfD	U00096.3	1657565	1657870	+	306	18	17	17	20	17	20	17	17	21
ynfE	U00096.3	1658069	1660495	+	2427	163	174	199	139	133	154	162	192	185
ynfF	U00096.3	1660556	1662979	+	2424	103	122	130	114	118	113	123	136	126
ynfG	U00096.3	1662990	1663607	+	618	20	21	16	5	13	14	25	16	16
ynfH	U00096.3	1663609	1664463	+	855	8	6	7	7	6	7	8	6	8
dmsD	U00096.3	1664506	1665120	+	615	38	53	48	45	42	45	48	44	55
clcB	U00096.3	1665315	1666571	+	1257	70	64	78	57	55	72	55	73	77
ynfK	U00096.3	1666524	1667219	-	696	271	246	294	238	183	246	220	261	248
mlc	U00096.3	1667344	1668564	-	1221	10	16	17	13	17	10	8	14	9
ynfL	U00096.3	1668699	1669592	-	894	4	4	1	3	2	3	2	0	2
ynfM	U00096.3	1669699	1670952	+	1254	7	6	3	3	2	6	1	5	1
asr	U00096.3	1671376	1671684	+	309	5	4	5	7	2	2	5	3	2
ydgU	U00096.3	1671777	1671860	+	84	1	1	4	4	2	3	2	2	3
ydgD	U00096.3	1671960	1672781	+	822	53	55	43	68	32	53	27	26	42
mdtI	U00096.3	1672820	1673149	-	330	3	2	0	1	2	1	2	0	0
mdtJ	U00096.3	1673136	1673501	-	366	1	0	0	4	0	1	1	0	0
tqsA	U00096.3	1673913	1674947	+	1035	2	2	4	3	1	1	2	3	1
pntB	U00096.3	1674972	1676360	-	1389	28	29	39	27	19	30	25	19	36
pntA	U00096.3	1676371	1677903	-	1533	13	12	29	26	15	12	17	31	10
ydgH	U00096.3	1678427	1679371	+	945	31	19	22	31	21	24	36	21	28
ydgI	U00096.3	1679557	1680939	+	1383	0	2	1	2	2	3	3	1	3
folM	U00096.3	1680976	1681698	+	723	7	0	2	3	3	2	2	3	3
ydgC	U00096.3	1681695	1682030	-	336	2	0	4	0	0	1	0	1	2
rstA	U00096.3	1682159	1682878	+	720	2	1	4	7	1	2	3	6	3
rstB	U00096.3	1682882	1684183	+	1302	5	7	8	3	7	7	8	5	7
tus	U00096.3	1684259	1685188	+	930	3	11	7	6	8	4	7	3	6
fumC	U00096.3	1685185	1686588	-	1404	14	20	19	21	11	15	18	10	10
fumA	U00096.3	1686731	1688377	-	1647	27	24	29	29	23	28	32	27	21
manA	U00096.3	1688576	1689751	+	1176	44	39	45	31	33	43	41	54	44
ydgA	U00096.3	1689852	1691360	+	1509	18	31	33	28	17	18	15	17	21
uidC	U00096.3	1691586	1692851	-	1266	3	5	5	2	0	3	3	0	0
uidB	U00096.3	1692890	1694263	-	1374	4	4	4	7	1	5	2	0	1
uidA	U00096.3	1694260	1696071	-	1812	4	6	0	7	1	6	1	3	2
uidR	U00096.3	1696462	1697052	-	591	4	6	3	3	0	5	5	2	2
hdhA	U00096.3	1697273	1698040	-	768	4	8	4	6	2	6	7	7	4
malI	U00096.3	1698152	1699180	-	1029	3	1	3	2	2	2	6	1	4
malX	U00096.3	1699355	1700947	+	1593	9	4	9	5	8	7	4	5	18
malY	U00096.3	1700957	1702129	+	1173	8	15	10	12	10	8	14	11	33
add	U00096.3	1702233	1703234	+	1002	64	62	69	49	52	61	51	55	58
ydgJ	U00096.3	1703268	1704308	-	1041	13	10	6	2	3	5	8	10	3
blr	U00096.3	1704551	1704676	+	126	3	3	4	2	2	7	4	4	7
cnu	U00096.3	1704949	1705164	+	216	34	25	24	36	25	26	29	36	28
ydgK	U00096.3	1705250	1705690	+	441	3	1	5	4	5	3	0	4	2
rsxA	U00096.3	1705767	1706348	+	582	6	4	6	11	6	2	5	4	2
rsxB	U00096.3	1706348	1706926	+	579	6	10	6	5	4	3	12	5	4
rsxC	U00096.3	1706919	1709141	+	2223	20	23	14	15	9	10	15	16	6
rsxD	U00096.3	1709142	1710200	+	1059	2	3	3	10	3	1	1	0	1
rsxG	U00096.3	1710204	1710824	+	621	2	3	1	3	2	0	1	1	2
rsxE	U00096.3	1710828	1711523	+	696	2	7	4	1	1	1	0	4	3
nth	U00096.3	1711523	1712158	+	636	0	2	2	0	0	1	1	1	1
dtpA	U00096.3	1712769	1714271	+	1503	39	54	60	55	62	57	50	57	54
gstA	U00096.3	1714377	1714982	+	606	8	9	4	7	6	11	11	5	7
pdxY	U00096.3	1715026	1715889	-	864	26	22	23	17	17	13	17	23	21
tyrS	U00096.3	1715948	1717222	-	1275	72	50	77	59	53	54	65	67	65
pdxH	U00096.3	1717351	1718007	-	657	22	19	27	27	15	21	21	15	30
mliC	U00096.3	1718066	1718395	-	330	10	6	16	9	12	4	10	4	8
anmK	U00096.3	1718493	1719602	-	1110	10	11	12	8	2	10	7	11	7
slyB	U00096.3	1719876	1720343	+	468	66	74	56	73	43	60	39	46	45
slyA	U00096.3	1720390	1720824	-	435	62	48	65	59	34	48	45	53	43
ydhI	U00096.3	1721025	1721261	+	237	7	1	3	3	2	7	3	0	6
ydhJ	U00096.3	1721264	1722121	+	858	3	4	2	1	3	4	4	2	3
ydhK	U00096.3	1722121	1724133	+	2013	2	2	4	4	3	1	3	5	2
sodC	U00096.3	1724134	1724655	-	522	13	8	9	8	8	10	11	6	11
ydhF	U00096.3	1724736	1725632	-	897	16	18	8	10	6	7	6	11	3
ydhL	U00096.3	1725681	1725920	-	240	0	1	0	0	0	1	0	0	1
nemR	U00096.3	1726023	1726622	+	600	6	16	18	17	9	13	13	10	15
nemA	U00096.3	1726659	1727756	+	1098	3	4	2	5	5	3	3	1	2
gloA	U00096.3	1727837	1728244	+	408	10	20	12	15	6	5	11	12	7
rnt	U00096.3	1728347	1728994	+	648	10	1	9	17	6	3	3	8	10
lhr	U00096.3	1729087	1733703	+	4617	13	19	12	7	8	9	14	15	10
grxD	U00096.3	1733754	1734101	-	348	137	169	163	160	120	144	126	137	141
mepH	U00096.3	1734435	1735250	+	816	30	33	26	23	22	22	21	24	28
sodB	U00096.3	1735378	1735959	+	582	119	116	139	101	91	112	96	117	121
ydhP	U00096.3	1736121	1737290	-	1170	7	5	3	4	3	1	3	4	3
ynhF	U00096.3	1737456	1737545	-	90	15	21	16	19	9	18	22	18	16
purR	U00096.3	1737844	1738869	+	1026	91	82	105	83	79	91	94	88	100
ydhB	U00096.3	1738866	1739798	-	933	2	6	4	4	5	6	3	8	6
ydhC	U00096.3	1739911	1741122	+	1212	7	10	8	8	4	8	9	3	5
cfa	U00096.3	1741413	1742561	+	1149	119	173	161	163	107	153	137	139	154
ribC	U00096.3	1742601	1743242	-	642	9	13	12	14	11	12	10	11	11
mdtK	U00096.3	1743457	1744830	+	1374	6	13	13	10	3	8	9	5	2
ydhQ	U00096.3	1744871	1746127	-	1257	40	51	50	36	39	35	35	37	43
valV	U00096.3	1746435	1746511	+	77	1	0	0	1	0	0	0	0	0
valW	U00096.3	1746516	1746592	+	77	0	0	0	1	0	0	0	0	0
ydhR	U00096.3	1746700	1747005	+	306	3	1	3	3	0	3	1	2	0
ydhS	U00096.3	1747131	1748735	+	1605	3	5	2	2	1	5	5	4	6
ydhT	U00096.3	1748747	1749559	-	813	2	5	2	3	3	1	0	1	4
ydhU	U00096.3	1749563	1750348	-	786	3	2	4	4	2	0	3	3	4
ydhX	U00096.3	1750345	1751013	-	669	0	1	1	0	1	2	2	1	2
ydhW	U00096.3	1751077	1751724	-	648	3	1	3	2	0	0	0	2	1
ydhV	U00096.3	1751728	1753830	-	2103	17	21	33	27	14	18	19	28	16
ydhY	U00096.3	1753851	1754477	-	627	9	8	8	13	5	3	8	5	6
fumD	U00096.3	1754932	1755141	-	210	16	23	7	7	6	15	10	8	12
pykF	U00096.3	1755698	1757110	+	1413	97	107	103	99	73	95	83	99	98
lpp	U00096.3	1757421	1757657	+	237	213	319	233	278	164	248	195	183	152
ldtE	U00096.3	1757721	1758725	-	1005	37	34	32	28	21	32	34	21	13
sufE	U00096.3	1758874	1759290	-	417	2	6	4	1	1	3	0	4	5
sufS	U00096.3	1759303	1760523	-	1221	9	6	3	4	7	12	9	5	8
sufD	U00096.3	1760520	1761791	-	1272	5	5	3	4	9	13	4	3	3
sufC	U00096.3	1761766	1762512	-	747	9	6	7	2	2	1	6	3	8
sufB	U00096.3	1762522	1764009	-	1488	13	12	11	15	13	13	18	8	11
sufA	U00096.3	1764018	1764386	-	369	9	13	14	14	13	15	12	9	4
rydB	U00096.3	1764713	1764780	-	68	1	2	0	0	0	0	1	0	0
ydiH	U00096.3	1764934	1765122	-	189	12	9	13	6	13	8	9	7	10
menI	U00096.3	1765222	1765632	-	411	5	4	9	7	2	10	2	8	8
ydiJ	U00096.3	1765629	1768685	-	3057	15	14	9	16	14	11	12	12	9
ydiK	U00096.3	1769074	1770186	+	1113	14	12	16	7	9	12	13	6	18
rprA	U00096.3	1770372	1770476	+	105	0	2	0	0	0	1	2	0	1
ydiL	U00096.3	1770615	1770971	+	357	4	2	2	2	2	3	5	2	3
ydiM	U00096.3	1771071	1772285	+	1215	8	1	2	2	0	5	3	2	5
ydiN	U00096.3	1772512	1773777	+	1266	2	2	0	2	0	2	0	1	1
ydiB	U00096.3	1773789	1774655	+	867	7	7	5	5	8	9	9	10	9
aroD	U00096.3	1774686	1775444	+	759	16	9	11	9	9	18	11	18	13
ydiF	U00096.3	1775587	1777182	+	1596	4	7	4	3	3	5	4	4	2
ydiO	U00096.3	1777196	1778347	+	1152	3	3	2	3	4	2	0	3	3
ydiP	U00096.3	1778390	1779301	-	912	14	15	12	13	11	23	8	8	12
ydiQ	U00096.3	1779617	1780381	+	765	3	5	3	1	2	4	3	1	3
ydiR	U00096.3	1780401	1781339	+	939	1	3	1	1	0	0	0	1	1
ydiS	U00096.3	1781395	1782684	+	1290	4	3	3	5	1	1	3	1	3
ydiT	U00096.3	1782681	1782974	+	294	3	5	2	3	3	1	4	3	4
fadK	U00096.3	1782977	1784677	+	1701	24	18	15	18	13	26	12	15	19
ppsA	U00096.3	1784734	1787112	-	2379	111	80	113	104	64	79	67	96	105
ppsR	U00096.3	1787445	1788278	+	834	10	8	4	6	3	2	6	6	5
aroH	U00096.3	1788435	1789481	+	1047	19	23	16	15	13	20	21	16	24
ydiE	U00096.3	1789613	1789804	+	192	20	15	21	9	8	12	15	9	14
ydiU	U00096.3	1789808	1791244	-	1437	2	2	7	2	2	6	1	2	3
ydiV	U00096.3	1791307	1792020	-	714	4	3	6	4	5	3	6	0	2
nlpC	U00096.3	1792267	1792731	-	465	23	14	16	19	15	13	13	20	11
btuD	U00096.3	1792809	1793558	-	750	9	11	12	6	3	6	6	4	9
btuE	U00096.3	1793558	1794109	-	552	5	6	8	4	7	7	4	10	6
btuC	U00096.3	1794172	1795152	-	981	2	4	8	6	2	5	8	9	4
ihfA	U00096.3	1795253	1795552	-	300	178	203	189	189	135	190	155	176	148
pheT	U00096.3	1795557	1797944	-	2388	220	246	248	247	190	217	220	230	208
pheS	U00096.3	1797959	1798942	-	984	7	7	7	3	3	3	4	1	3
pheM	U00096.3	1799226	1799270	-	45	7	3	3	7	5	2	1	7	7
rplT	U00096.3	1799393	1799749	-	357	527	555	614	561	471	556	512	522	546
rpmI	U00096.3	1799802	1799999	-	198	247	249	276	248	208	250	209	236	235
infC	U00096.3	1800096	1800638	-	543	331	362	367	354	301	315	318	340	343
thrS	U00096.3	1800642	1802570	-	1929	109	102	123	137	94	100	108	112	126
yniD	U00096.3	1805165	1805272	+	108	1	0	1	0	0	0	0	0	0
ydiY	U00096.3	1805325	1806083	-	759	5	5	9	11	4	6	0	3	2
pfkB	U00096.3	1806370	1807299	+	930	25	25	28	20	19	17	19	18	23
ydiZ	U00096.3	1807400	1807690	+	291	12	6	2	7	7	6	3	1	10
yniA	U00096.3	1807796	1808656	+	861	117	111	156	130	103	105	128	115	128
yniB	U00096.3	1808697	1809233	-	537	4	5	7	1	0	5	3	4	1
hxpB	U00096.3	1809380	1810048	+	669	18	19	18	17	4	19	17	14	17
ydjM	U00096.3	1810211	1810801	+	591	5	1	8	1	3	3	2	0	0
tcyP	U00096.3	1810934	1812325	+	1392	6	4	7	4	3	7	5	5	3
ydjO	U00096.3	1812329	1813132	-	804	2	2	0	1	0	1	2	2	0
cedA	U00096.3	1813421	1813663	-	243	1	2	3	1	1	1	0	2	5
katE	U00096.3	1813867	1816128	+	2262	9	8	7	6	3	9	8	9	6
chbG	U00096.3	1816386	1817135	-	750	5	2	9	2	3	4	3	4	7
chbF	U00096.3	1817148	1818500	-	1353	15	6	14	12	1	9	5	6	8
chbR	U00096.3	1818605	1819447	-	843	3	10	5	14	4	7	7	6	2
chbA	U00096.3	1819455	1819805	-	351	5	3	3	8	5	1	5	3	5
chbC	U00096.3	1819856	1821214	-	1359	4	7	1	8	1	2	1	2	2
chbB	U00096.3	1821299	1821619	-	321	3	2	2	0	1	3	1	1	4
osmE	U00096.3	1821918	1822256	-	339	31	33	31	26	19	20	15	14	24
nadE	U00096.3	1822458	1823285	+	828	5	5	8	6	1	10	11	9	10
cho	U00096.3	1823515	1824402	+	888	2	3	0	5	1	6	5	1	4
ves	U00096.3	1824362	1824937	-	576	8	13	4	6	4	9	3	4	9
spy	U00096.3	1825140	1825625	-	486	16	13	21	14	16	14	15	15	11
astE	U00096.3	1825955	1826923	-	969	3	5	0	4	1	1	1	3	2
astB	U00096.3	1826916	1828259	-	1344	3	3	0	1	0	1	0	0	2
astD	U00096.3	1828256	1829734	-	1479	0	3	2	4	4	2	2	0	0
astA	U00096.3	1829731	1830765	-	1035	1	0	2	1	1	4	0	0	0
astC	U00096.3	1830762	1831982	-	1221	3	1	0	0	0	2	1	1	0
xthA	U00096.3	1832428	1833234	+	807	8	6	10	8	7	8	3	6	12
ydjX	U00096.3	1833401	1834111	+	711	3	5	3	1	3	7	3	3	4
ydjY	U00096.3	1834116	1834793	+	678	2	2	1	5	2	2	2	2	1
ydjZ	U00096.3	1834808	1835515	+	708	0	1	1	3	1	0	0	0	0
ynjA	U00096.3	1835515	1836063	+	549	0	0	0	0	1	0	1	0	0
ynjB	U00096.3	1836073	1837239	+	1167	1	2	3	1	1	2	0	0	1
ynjC	U00096.3	1837212	1838747	+	1536	2	3	5	2	0	3	0	1	2
ynjD	U00096.3	1838747	1839400	+	654	1	1	0	3	0	1	0	0	0
ynjE	U00096.3	1839467	1840774	+	1308	7	16	8	13	7	7	3	8	12
ynjF	U00096.3	1840783	1841403	-	621	0	1	4	1	0	0	0	1	1
nudG	U00096.3	1841490	1841897	+	408	2	3	2	0	3	2	1	1	3
ynjH	U00096.3	1841863	1842135	-	273	2	4	1	3	1	3	3	1	3
gdhA	U00096.3	1842371	1843714	+	1344	4	5	6	2	3	3	6	0	9
ynjI	U00096.3	1843831	1844871	-	1041	2	5	2	8	2	1	2	3	3
topB	U00096.3	1844999	1846960	-	1962	17	12	19	17	10	10	12	14	14
selD	U00096.3	1846965	1848008	-	1044	5	16	22	9	6	15	9	8	7
ydjA	U00096.3	1848125	1848676	-	552	9	3	5	6	4	4	4	5	3
sppA	U00096.3	1848837	1850693	+	1857	24	12	19	13	10	23	12	19	15
ansA	U00096.3	1850860	1851876	+	1017	31	29	30	41	25	23	34	28	31
pncA	U00096.3	1851887	1852528	+	642	20	14	14	21	15	11	11	16	10
ydjE	U00096.3	1852621	1853979	-	1359	4	4	4	1	3	0	2	2	0
ydjF	U00096.3	1854096	1854854	-	759	7	4	12	7	3	4	7	4	4
ydjG	U00096.3	1854991	1855971	-	981	2	6	7	6	4	7	2	2	1
ydjH	U00096.3	1855981	1856928	-	948	2	3	3	4	1	1	6	2	1
ydjI	U00096.3	1856933	1857769	-	837	1	1	1	1	0	0	0	0	1
ydjJ	U00096.3	1857790	1858833	-	1044	0	0	2	0	2	1	0	1	1
ydjK	U00096.3	1858850	1860229	-	1380	2	0	1	1	1	1	0	0	0
ydjL	U00096.3	1860256	1861332	-	1077	1	0	3	2	3	0	1	1	0
yeaC	U00096.3	1861702	1861974	-	273	62	56	59	49	32	45	50	35	33
msrB	U00096.3	1862016	1862429	-	414	101	103	135	112	101	105	96	83	101
gapA	U00096.3	1862771	1863766	+	996	447	504	516	480	393	467	435	426	413
