Name	Direction	TU_start	TU_end	Genes
yiiG	+	4086881.0	4088057.0	yiiG
mlc	-	1667344.0	1668603.0	mlc
yghW	-	3146450.0	3146753.0	yghW
yjcO	-	4296436.0	4297330.0	yjcO
narK	+	1277821.0	1279520.0	narS,narK
agaSYBCDI	+	3281889.0	3287025.0	agaI,agaD,agaC,agaB,kbaY,agaS
deoBD	+	4619567.0	4621659.0	deoD,deoB
yjbT	-	4239777.0	4240055.0	yjbT
csrB	-	2924156.0	2924524.0	csrB
sstT	+	3239863.0	3241188.0	sstT
yhjV	+	3700398.0	3701834.0	yhjV
thrS-infC-rpmI-rplT-pheMST-ihfA	-	1795253.0	1802733.0	ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS
yzcX	+	3993850.0	3994335.0	yzcX
yifE	+	3948086.0	3948424.0	maoP
zntB	+	1408024.0	1409033.0	zntB
dicB-ydfDE-insD-intQ	+	1649597.0	1652708.0	intQ,insD7,ydfE,ydfD,dicB
hcaT	-	2666707.0	2668053.0	hcaT
greB	+	3536744.0	3537288.0	greB
yhdWXYZ	+	3418972.0	3423194.0	yhdZ,yhdY,yhdX,yhdW
purMN	+	2621153.0	2622872.0	purM,purN
stfR-tfaR	+	1429049.0	1432986.0	tfaR,stfR
serC-aroA	+	957595.0	960095.0	serC,aroA
rnpB	-	3269962.0	3270592.0	rnpB
pnp	-	3308999.0	3311326.0	pnp
yqgB	-	3085920.0	3086250.0	yqgB
eutHA	-	2565481.0	2568107.0	eutH,eutA
gstB	-	879854.0	880519.0	gstB
sfsB	+	3334858.0	3335187.0	sfsB
ydgK-rsxABCDGE-nth	+	1705207.0	1712158.0	nth,rsxE,rsxG,rsxD,rsxC,rsxB,rsxA,ydgK
sroH	-	4190327.0	4190487.0	sroH
yneL	-	1590334.0	1590536.0	yneL
yhcO	-	3385857.0	3386303.0	yhcO
recA	-	2822670.0	2823819.0	recA
yjjN	+	4595990.0	4597012.0	lgoD
yegRZ	-	2167602.0	2168349.0	yegZ,yegR,b2084
insC6CD6D6	+	4498272.0	4499500.0	insD6,insC6,insCD6
ychF	-	1256721.0	1257882.0	ychF
ibpAB	-	3866469.0	3867518.0	ibpB,ibpA
yehS	-	2211726.0	2212196.0	yehS
malI	-	1698136.0	1699228.0	malI
rsmE-gshB	+	3091018.0	3092828.0	gshB,rsmE
ygeA	-	2979943.0	2980803.0	ygeA
dgcJ	+	1872041.0	1873531.0	dgcJ
ldrB	-	1269703.0	1270012.0	ldrB
yjiV	+	4574135.0	4576855.0	yjiV
holD-rimI-yjjG	+	4607781.0	4609323.0	yjjG,rimI,holD
yncO	-	1530319.0	1530504.0	yncO
cpxPQ	+	4105785.0	4106387.0	cpxQ,cpxP
argQ	-	2817784.0	2817860.0	argQ
narUZYWV	-	1535937.0	1544163.0	narV,narW,narY,narZ,narU
queA	+	424985.0	426081.0	queA
mdtNOP	-	4299564.0	4304109.0	mdtN,mdtO,mdtP
bglH-yieLK	-	3898671.0	3902220.0	bglH,yieL,yieK
metNIQ	-	220113.0	222714.0	metQ,metI,metN
yciGFE	-	1314668.0	1316092.0	yciE,yciF,yciG
yhbO	+	3298974.0	3299492.0	yhbO
yrhB	+	3584720.0	3585043.0	yrhB
fre	+	4026443.0	4027228.0	fre
nrdG	-	4459900.0	4460364.0	nrdG
yhhT	+	3611841.0	3612914.0	yhhT
narU	-	1542672.0	1544163.0	narU
glmY	-	2691157.0	2691340.0	glmY
kefFC	+	47080.0	49631.0	kefC,kefF
aldA	+	1488190.0	1489671.0	aldA
lsrK	-	1598617.0	1600209.0	lsrK
yadE	+	144965.0	146310.0	yadE
ttdABT	+	3206424.0	3209487.0	ttdT,ttdA,ttdB
ygaC	-	2799650.0	2800590.0	ygaC
fxsA	+	4368603.0	4369140.0	fxsA
ybcY	-	582152.0	582806.0	ybcY
frc	-	2492004.0	2493439.0	frc
setB	+	2263713.0	2265044.0	setB
cnu	+	1704761.0	1705164.0	cnu
yfcF	-	2419841.0	2420485.0	yfcF
lgoR	-	4594937.0	4595947.0	lgoR
yajD	+	430469.0	430952.0	yajD
ygdG	+	2930873.0	2931810.0	ygdG
nudK	-	2582903.0	2583478.0	nudK
lysA	-	2977637.0	2978951.0	lysA
degQ	+	3380698.0	3382178.0	degQ
yfcD	-	2418634.0	2419176.0	yfcD
murB-birA	+	4172057.0	4174047.0	birA,murB
istR-1	-	3853118.0	3853192.0	istR
zipA	-	2530247.0	2531407.0	zipA
yncH	+	1526940.0	1527152.0	yncH
garD	+	3275282.0	3276853.0	garD
yfiS	+	2725925.0	2725987.0	yfiS
ybiI	-	838190.0	838484.0	ybiI
rhlE	+	830783.0	832236.0	rhlE
insB7	+	4518721.0	4519224.0	insB7
ligB	-	3819488.0	3821288.0	ligB
ybcN-ninE-ybcO-rusA-ylcG	+	572314.0	573870.0	ylcG,rusA,ybcO,ninE,ybcN,ylcH
ydaGF	-	1419156.0	1419456.0	ydaG,ydaF
pabC-mltG-tmk-holB-ycfH	+	1153093.0	1157574.0	ycfH,holB,tmk,mltG,pabC
yieG	-	3895272.0	3896609.0	adeP
hypABCDE	+	2850627.0	2854321.0	hypA,hypB,hypC,hypD,hypE
yhiJ	-	3630968.0	3632595.0	yhiJ
gcvB	+	2942696.0	2942901.0	gcvB
yihG	-	4045670.0	4046652.0	yihG
ydiJ-menI-ydiH	-	1764934.0	1768685.0	ydiJ,menI,ydiH
yfaXWVU	-	2358042.0	2362211.0	yfaU,yfaV,rhmD,yfaX
pdxA-rsmA	-	51609.0	53416.0	rsmA,pdxA
insH-5	-	1427746.0	1428926.0	insH5
yiiQ	-	4111615.0	4112312.0	yiiQ
lpxL	-	1115662.0	1116709.0	lpxL
rpoN-hpf-ptsN-yhbJ-npr	+	3344662.0	3348289.0	rpoN,hpf,ptsN,rapZ,npr
yfeKS	+	2537315.0	2538483.0	yfeS,yfeK
phoH	+	1084865.0	1086095.0	phoH
acrZ	+	794751.0	794922.0	acrZ
mhpABCDFE	+	368519.0	374881.0	mhpF,mhpE,mhpD,mhpC,mhpB,mhpA
ybdK	-	606265.0	607561.0	ybdK
nupX	-	2252895.0	2254145.0	nupX
ydeTSR	-	1587793.0	1590001.0	ydeT,ydeS,ydeR
fecIR	-	4516764.0	4518282.0	fecR,fecI
sfmHF	+	562336.0	563845.0	sfmF,sfmH
arcZ	+	3350577.0	3350697.0	arcZ
ispDF	-	2871301.0	2872490.0	ispF,ispD
gltI-sroC-gltJKL	-	684530.0	687896.0	gltL,gltK,gltJ,sroC,gltI
pbl	+	2993939.0	2994441.0	pbl
rppH-ptsP	-	2966188.0	2968993.0	rppH,ptsP
ymiA-yciX	+	1335090.0	1335458.0	yciX,ymiA
agrB	+	3648294.0	3648375.0	agrB
treA	-	1245679.0	1247425.0	treA
arfA	-	3438431.0	3438673.0	arfA,yrdG
carAB	+	29551.0	34120.0	carA,carB
hcp-hcr-poxB	-	909331.0	913845.0	poxB,hcr,hcp
ygiL	+	3185311.0	3185965.0	ygiL
araE	-	2980764.0	2982208.0	araE
bcr	-	2278570.0	2279760.0	bcr
ydcA	+	1491647.0	1491850.0	ydcA
cynTSX	+	358773.0	361236.0	cynT,cynS,cynX
yfhH	+	2698707.0	2699607.0	yfhH
yghG	-	3113067.0	3113477.0	yghG
bdcA	-	4473340.0	4474064.0	bdcA
hofMNOP	-	3520615.0	3522928.0	hofM,hofN,hofO,hofP
ygbLM	+	2863537.0	2865012.0	ygbM,ygbL
qmcA-ybbJ	-	514401.0	515823.0	qmcA,ybbJ
gadEF-mdtEF	+	3658345.0	3663527.0	gadF,mdtF,mdtE,gadE
uhpB	-	3848634.0	3850294.0	uhpB
tdcR	+	3267190.0	3267598.0	tdcR
psiF	+	403231.0	403601.0	psiF
rpsB-tsf	+	189712.0	191738.0	tff,rpsB,tsf
yihA	-	4050133.0	4050985.0	yihA
malXY	+	1699313.0	1702129.0	malX,malY
ogrK	-	2167302.0	2167548.0	ogrK
frwCB	+	4142530.0	4143944.0	frwB,frwC
fixABCX	+	42325.0	45750.0	fixX,fixC,fixB,fixA
yedS	+	2034051.0	2035243.0	yedS
yidQ	+	3867544.0	3868060.0	yidQ
uidR	-	1696462.0	1697075.0	uidR
nemRA	+	1726021.0	1727756.0	nemA,nemR
ybfP	+	715412.0	715906.0	ybfP
yfdPQ	+	2473422.0	2474856.0	yfdQ,yfdP
yebG	-	1930457.0	1930765.0	yebG
ivy	+	240319.0	240816.0	ivy
yjcF	-	4281783.0	4283106.0	yjcF
tufA	-	3470145.0	3471724.0	tufA
yhcC	-	3353121.0	3354235.0	yhcC
exuR	+	3246618.0	3247428.0	exuR
chaC	+	1272422.0	1273202.0	chaC
rpsU	+	3210646.0	3211072.0	rpsU
ygdR	+	2971247.0	2971489.0	ygdR
yfgF	-	2626695.0	2629031.0	pdeF
micL	-	1958441.0	1958747.0	micL
solA-yceO	-	1119307.0	1120609.0	solA,yceO
hscBA-fdx-iscX	-	2656506.0	2659524.0	iscX,fdx,hscA,hscB
intB	+	4496750.0	4497940.0	intB
ydfABC-dicFB-ydfD	+	1648438.0	1649985.0	ydfD,dicB,dicF,ydfC,ydfB,ydfA
digH	-	1567504.0	1568823.0	digH
ykgMO	-	312374.0	312805.0	ykgM,ykgO
pgpC-tadA	-	2697354.0	2698638.0	pgpC,tadA
torYZ	-	1954578.0	1958132.0	torZ,torY
ccmABCDEFGH	-	2291358.0	2297644.0	ccmH,ccmG,ccmF,ccmE,ccmD,ccmC,ccmB,ccmA
ybaA	+	476672.0	477025.0	ybaA
yicS	+	3840215.0	3840508.0	yicS
glnK-amtB	+	472556.0	474301.0	amtB,glnK
pncC	-	2823849.0	2824394.0	pncC
ftsAZ	+	103561.0	106456.0	ftsZ,ftsA
cueR	+	513974.0	514400.0	cueR
ygbN	+	2864907.0	2866465.0	ygbN
rsmG	-	3923057.0	3923756.0	rsmG
yhcF	+	3366720.0	3367642.0	yhcF
ydcY	+	1517610.0	1517881.0	ydcY
hpt	+	141360.0	141967.0	hpt
topAI-yjhQ	-	4533239.0	4534053.0	topAI,yjhQ
ybjL	-	888134.0	889941.0	ybjL
yqjA-mzrA	+	3247548.0	3248822.0	mzrA,yqjA,yqiM
chiQ	+	709790.0	710116.0	chiQ
psd-mscM	-	4386047.0	4390638.0	mscM,psd
dgcZ	-	1622960.0	1623879.0	dgcZ
thiMD	-	2183716.0	2185451.0	thiM,thiD
lrp	+	932328.0	933089.0	lrp
dnaX	+	492056.0	494023.0	dnaX
asd	-	3573775.0	3574910.0	asd
yadMLKC	-	149715.0	152812.0	yadC,yadK,yadL,yadM
ygfTS	-	3028524.0	3030931.0	ygfT,ygfS
panBC	-	147944.0	149630.0	panC,panB
yegJ	+	2151016.0	2151646.0	yegJ
creD	+	4638160.0	4639572.0	creD
yfbP	+	2388995.0	2389964.0	yfbP
rrlA-rrfA	+	4037519.0	4040636.0	rrfA,rrlA
dcd	-	2141634.0	2142215.0	dcd
yjgN	+	4479566.0	4480926.0	yjgN
gcd	-	138801.0	141279.0	gcd
yjbB	+	4227602.0	4229362.0	yjbB
yciE	-	1314668.0	1315396.0	yciE
yfaL	-	2340417.0	2344284.0	yfaL
caiCDE	-	34781.0	37824.0	caiE,caiD,caiC
opgD	+	1496645.0	1498511.0	opgD
ymjA	-	1357423.0	1357810.0	ymjA
glvCBG-ysdC	-	3861173.0	3863603.0	glvC,glvB,glvG
yedL	+	2010600.0	2011079.0	yedL
ridA	-	4470527.0	4470946.0	ridA
grxA	-	890496.0	890776.0	grxA
asnV	+	2062252.0	2062335.0	asnV
fumAC	-	1685185.0	1688440.0	fumC,fumA
zapA	+	3055551.0	3055941.0	zapA
ynfB-speG	+	1655709.0	1656744.0	speG,ynfB
ydjLKJIHG	-	1854991.0	1861332.0	ydjL,ydjK,ydjJ,ydjI,ydjH,ydjG
ygcG	+	2905605.0	2906583.0	ygcG
anmK	-	1718493.0	1719673.0	anmK
oppBCDF	+	1302806.0	1306768.0	oppF,oppD,oppC,oppB
rybB	-	887979.0	888057.0	rybB
sgrR-sroA-thiBPQ	-	72229.0	77338.0	sgrR,sroA,thiB,thiP,thiQ
galU	+	1291405.0	1292365.0	galU
ybfL	+	736900.0	737961.0	ybfL
ubiG	+	2339539.0	2340289.0	ubiG
ynfC	-	1656747.0	1657547.0	ynfC
yjcE	+	4279829.0	4281629.0	yjcE
relBE	-	1645346.0	1645903.0	relB,relE
malPQ	-	3547986.0	3552510.0	malQ,malP
cspF	+	1641690.0	1642067.0	cspF
glpABC	+	2352583.0	2356752.0	glpA,glpB,glpC
ghrB	+	3717189.0	3718284.0	ghrB
yggX-mltC-nupG	+	3103993.0	3106970.0	nupG,mltC,yggX
hlpA-lpxD-fabZ-lpxA	+	200455.0	203348.0	lpxA,fabZ,lpxD,skp
gltF	+	3361176.0	3361940.0	gltF
nadB	+	2710357.0	2712042.0	nadB
betT	+	329421.0	331496.0	betT
ylcI	-	580251.0	580445.0	ylcI
dacD	-	2081341.0	2082547.0	dacD
rstAB	+	1682138.0	1684183.0	rstB,rstA
fbp	-	4454611.0	4455609.0	fbp
yacC-speED	-	134756.0	136940.0	yacC,speD,speE
argT-hisJQMP	-	2423736.0	2427849.0	hisP,hisM,hisQ,hisJ,argT
proX	+	2806878.0	2808124.0	proX
garR	-	3271867.0	3272820.0	garR
clpX-lon	+	457202.0	461242.0	lon,clpX
ydgJ	-	1703268.0	1704399.0	ydgJ
rluF	+	4230162.0	4231226.0	rluF
yjjK	-	4628855.0	4630566.0	ettA
rttR	-	1287066.0	1287236.0	rttR
ybeQ	-	675570.0	676706.0	ybeQ
mepK-gloC	+	983023.0	984297.0	gloC,mepK
rpsI	-	3377756.0	3378290.0	rpsI
pdxY	-	1715026.0	1715889.0	pdxY
yafU	-	238746.0	239084.0	yafU
dtpC	-	4354954.0	4356411.0	dtpC
symE	-	4579499.0	4579917.0	symE
ydbJ	+	1441029.0	1441324.0	ydbJ
rnhA	-	235535.0	236041.0	rnhA
yggDC	-	3073976.0	3075195.0	yggC,fumE
argCBH	+	4154885.0	4158223.0	argC,argB,argH
ybeM	+	658031.0	658818.0	ybeM
pldB-yigL	+	4009014.0	4011000.0	yigL,pldB
gsk	+	500015.0	501429.0	gsk
yqeH	+	2987508.0	2988168.0	yqeH
ycbX	-	1006491.0	1007600.0	ycbX
surA-pdxA-rsmA-apaGH	-	50380.0	54702.0	apaH,apaG,rsmA,pdxA,surA
ygbE	-	2873014.0	2873392.0	ygbE
gudPXD	-	2918045.0	2922100.0	gudD,gudX,gudP
imp	-	54755.0	57241.0	lptD
ydfV	+	1645897.0	1646202.0	ydfV
ybjD	+	916473.0	918131.0	ybjD
kgtP	-	2724448.0	2725812.0	kgtP
rpiB	+	4313257.0	4313827.0	rpiB
iaaA-gsiABCD	+	866537.0	872801.0	gsiD,gsiC,gsiB,gsiA,iaaA
pcnB-folk	-	157253.0	159391.0	folK,pcnB
sucAB	+	758586.0	762966.0	sucB,sucA
yqfH	-	3032939.0	3033010.0	yqfH
yedRJ	-	2032384.0	2033421.0	drpB,yedJ
yhcB	+	3380182.0	3380589.0	zapG
yohF	-	2226509.0	2227270.0	yohF
omrA	-	2976102.0	2976189.0	omrA
rayT	+	247544.0	248134.0	rayT
sbcDC	-	412607.0	416977.0	sbcD,sbcC
mdtL	+	3891615.0	3892790.0	mdtL
yhiN	-	3636208.0	3637500.0	yhiN
ulaG	-	4418561.0	4419675.0	ulaG
ychS	+	1286709.0	1286984.0	ychS
yfiC	-	2712027.0	2712805.0	yfiC
micC	+	1437121.0	1437231.0	micC
gcvP	-	3046126.0	3049041.0	gcvP
ydiV	-	1791307.0	1792087.0	rflP
ldtA	-	2062391.0	2063323.0	ldtA
cynTS	+	358773.0	360278.0	cynS,cynT
yraL	-	3292475.0	3293335.0	rsmI
yjfZ	-	4426628.0	4427526.0	yjfZ
gfcBCD	-	1045849.0	1049332.0	gfcB,gfcC,gfcD
isrC-flu	+	2071317.0	2074658.0	isrC,flu
ompG	+	1381947.0	1382852.0	ompG
fldB	+	3039822.0	3040376.0	fldB
yhjG	-	3676290.0	3678412.0	yhjG
bamC	-	2597803.0	2599014.0	bamC
coaE-zapD-yacG	-	111649.0	113219.0	coaE,zapD,yacG
yaiY	-	399025.0	399547.0	yaiY
dhaM	-	1247696.0	1249114.0	dhaM
rplJL-rpoBC	+	4179623.0	4189613.0	rplJ,rplL,rpoB,rpoC
melAB	+	4341887.0	4344790.0	melA,melB
rhaT	-	4099491.0	4100566.0	rhaT
yahE	+	335739.0	336788.0	yahE
yicR-rpmBG	-	3811209.0	3812577.0	rpmG,rpmB,yicR
rpoBC	+	4181063.0	4189613.0	rpoC,rpoB
xapAB	-	2522698.0	2524910.0	xapB,xapA
yjjB-dnaTC	-	4600139.0	4602177.0	dnaC,dnaT,yjjB
dinQ	-	3647652.0	3647982.0	dinQ
yjhF	-	4520671.0	4522020.0	yjhF
yahDEFG	+	335280.0	339743.0	yahG,yahF,yahE,yahD
ygiZ	-	3171879.0	3172323.0	ygiZ
ycgH	+	1219601.0	1222248.0	ycgH
argF	-	289301.0	290340.0	argF
yoaM	-	2347350.0	2347385.0	yoaM
yceJI	-	1117901.0	1119071.0	yceJ,yceI
elfA	+	997765.0	998407.0	elfA
uof-fur	-	710118.0	710829.0	uof,fur
cdgI	+	1870385.0	1871860.0	cdgI
rluB	+	1326852.0	1327727.0	rluB
yzfA	-	4447976.0	4448294.0	yzfA
ybfQ	+	736445.0	736699.0	ybfQ
yrfG-hslR	+	3528669.0	3529749.0	hslR,yrfG
diaA	+	3295809.0	3296399.0	diaA
yifK	+	3980887.0	3982272.0	thrP
aspC	-	984519.0	985743.0	aspC
ulaABCDEF	+	4419927.0	4424386.0	ulaF,ulaE,ulaD,ulaC,ulaB,ulaA
degS	+	3382173.0	3383316.0	degS
yibIH	-	3770243.0	3771744.0	yibI,yibH
ydeI	-	1624105.0	1624559.0	ydeI
ybdF	-	605518.0	606053.0	ybdF
queF	+	2925321.0	2926196.0	queF
mcrA	+	1210139.0	1211179.0	mcrA
yncG	+	1526228.0	1526864.0	yncG
yccX	+	1029980.0	1030342.0	yccX
yggI	+	3089588.0	3090252.0	yggI
yidKJ	-	3856911.0	3860116.0	yidK,yidJ
ybeR-djlB	+	676560.0	678842.0	djlB,ybeR
gfcA	-	1049439.0	1050702.0	gfcA
nac	-	2061016.0	2061978.0	nac
ytjB-lplA	-	4623101.0	4624799.0	lplA,ytjB
yigGF	-	4002419.0	4003193.0	yigG,yigF
ymfA-ycfZ	-	1180479.0	1181725.0	ymfA,ycfZ
mppA	+	1393054.0	1394840.0	mppA
trmA	-	4162137.0	4163295.0	trmA
kdtA-coaD	+	3808516.0	3810304.0	waaA,coaD
dusC	-	2229438.0	2230395.0	dusC
yecM-cutC	-	1958447.0	1959984.0	yecM,cutC
rclBC	-	317726.0	318567.0	rclB,rclC
tqsA	+	1673890.0	1674947.0	tqsA
ydjE	-	1852621.0	1854041.0	ydjE
yoaI	-	1874078.0	1874182.0	yoaI
nrfABCDEFG	+	4287671.0	4294139.0	nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG
dapD	-	185090.0	185977.0	dapD
aes	-	498945.0	500051.0	aes
ybiN	+	842332.0	843258.0	rlmF
ydiU	-	1789808.0	1791254.0	selO
ubiCA	+	4252443.0	4253888.0	ubiC,ubiA
mgsA	-	1026557.0	1027041.0	mgsA
yacL	+	134339.0	134750.0	yacL
ycjMNOPQRSTUV-ymjB-ompG	+	1370003.0	1382852.0	ompG,ymjB,ycjV,ycjU,ycjT,ycjS,ycjR,ycjQ,ycjP,ycjO,ycjN,ycjM
uvrYC	-	1992874.0	1995406.0	uvrC,uvrY
yjjI	-	4615515.0	4617065.0	yjjI
aroG	+	785591.0	786821.0	aroG
maa	-	479367.0	479918.0	maa
mutM	-	3810343.0	3811277.0	mutM
ydgA	+	1689794.0	1691360.0	ydgA
mdtM-yjiN	-	4565966.0	4568519.0	mdtM,yjiN
ppsR	+	1787339.0	1788278.0	ppsR
slyA	-	1720390.0	1721014.0	slyA
pdeN	+	2270726.0	2272282.0	pdeN
mokC-hokC	-	16751.0	16960.0	mokC,hokC
epmB	-	4374629.0	4375703.0	epmB
acpT	+	3612969.0	3613556.0	acpT
ybcI	-	556032.0	556632.0	ybcI
fabB	-	2440283.0	2441641.0	fabB
yegP	+	2165189.0	2165521.0	yegP
ybhH	+	800552.0	801811.0	ybhH
yfbK	-	2383995.0	2385905.0	yfbK
mug	-	3214967.0	3215496.0	mug
yjeNO	+	4385393.0	4386018.0	yjeO,yjeN
pinH	-	2783065.0	2783304.0	pinH
fucAO	-	2931865.0	2933854.0	fucO,fucA
mdtH	-	1124118.0	1125326.0	mdtH
pflDC	+	4143858.0	4147136.0	pflD,pflC
ydfJ	-	1631002.0	1632285.0	ydfJ
queE	-	2904747.0	2905606.0	queE
cof	+	467412.0	468230.0	cof
yjcS	-	4304612.0	4306597.0	yjcS
yniD	+	1805101.0	1805272.0	yniD
hupA	+	4200176.0	4200601.0	hupA
intS	+	2466515.0	2467702.0	intS
pdeK	-	3683630.0	3685618.0	pdeK
bamE	+	2753486.0	2753946.0	bamE
cdsA	+	195555.0	196534.0	cdsA
ilvC	+	3957912.0	3959445.0	ilvC
rapA	-	60358.0	63588.0	rapA
rlmA	-	1906251.0	1907086.0	rlmA
yjgZ	+	4501058.0	4501589.0	yjgZ
xylAB	-	3727917.0	3730807.0	xylB,xylA,xylZ
mnmE	+	3886828.0	3888192.0	mnmE
dacC	+	880653.0	881929.0	dacC
ftsQ	+	102742.0	103985.0	ftsQ
ivbL-ilvBN-uhpABC	-	3847305.0	3853023.0	uhpC,uhpB,uhpA,ilvN,ilvB,ivbL
ykgS	+	290510.0	290638.0	ykgS
dicF	+	1649382.0	1649434.0	dicF
serV-argVYZQ	-	2817784.0	2818697.0	argQ,argZ,argY,argV,serV
ghxP	+	4278321.0	4279828.0	ghxP
ydfI	-	1629453.0	1630913.0	ydfI
argA	+	2949156.0	2950573.0	argA
ybiX	-	838530.0	839274.0	ybiX
ybfE	-	711605.0	711939.0	ybfE
chbBCARFG	-	1816386.0	1821726.0	chbG,chbF,chbR,chbA,chbC,chbB
yciG	-	1315785.0	1316092.0	yciG
allDC-ylbA	-	543261.0	546411.0	allE,allC,allD
ynaE	-	1433991.0	1434224.0	ynaE
rzoR	+	1423400.0	1423585.0	rzoR
yabI	+	71271.0	72115.0	yabI
alaWX	-	2518002.0	2518253.0	alaX,alaW
ykiA	+	408574.0	408950.0	ykiA
pheM	-	1799161.0	1799301.0	pheM
thrU-tyrU-glyT-thrT-tufB	+	4175381.0	4177185.0	tufB,thrU,tyrU,glyT,thrT
rnlA	+	2765906.0	2766991.0	rnlA
ychH	+	1258738.0	1259069.0	ychH
yecDE	+	1950636.0	1952213.0	yecE,yecD
mrcB	+	164721.0	167264.0	mrcB
rseP	+	196470.0	197898.0	rseP
yibG	+	3768064.0	3768638.0	yibG
rirA-rfaQGPSBIJYZ-waaU	-	3798239.0	3808238.0	rirA,waaU,waaZ,waaY,waaJ,waaO,waaB,waaS,waaP,waaG,waaQ
hslVU	-	4120368.0	4122354.0	hslU,hslV
yqfA	-	3042489.0	3043364.0	trhA
hypBCDE-fhlA	+	2850839.0	2856416.0	fhlA,hypE,hypD,hypC,hypB
fadD-sroD	-	1888017.0	1889807.0	sroD,fadD
rplU-rpmA-yhbE-obgE	-	3330582.0	3333516.0	obgE,yhbE,rpmA,rplU
tdk	+	1293493.0	1294144.0	tdk
talA	+	2578608.0	2579616.0	talA
pth-ychF	-	1256721.0	1258542.0	ychF,pth
tgt-yajC	+	426055.0	427786.0	yajC,tgt
yiaU	+	3751896.0	3752966.0	yiaU
ampC	-	4377783.0	4379003.0	ampC
yhdV	+	3418196.0	3418611.0	yhdV
treBC	-	4463054.0	4466210.0	treC,treB
yabPQ	+	58474.0	59279.0	yabQ,yabP
ttcA	-	1411013.0	1411985.0	ttcA
yciT	-	1343597.0	1344510.0	yciT
pepQ-yigZ-trkH-hemG	+	4031147.0	4035153.0	hemG,trkH,yigZ,pepQ
yfhA	-	2687469.0	2688803.0	glrR
yfdX	-	2488023.0	2494433.0	yfdE,yfdV,oxc,frc,yfdX
menD-yfbB-menBCE	-	2373648.0	2379259.0	menE,menC,menB,menH,menD
ykfGH-yafW-ykfI	-	263328.0	264732.0	ykfI,yafW,ykfH,ykfG
tnaCAB	+	3888411.0	3891483.0	tnaC,tnaA,tnaB
hybOABCDEFG	-	3139716.0	3146363.0	hybO,hybG,hybF,hybE,hybD,hybC,hybB,hybA
ybeL	+	674993.0	675500.0	ybeL
ycfT	-	1174092.0	1175329.0	ycfT
ymfK	-	1202259.0	1202933.0	ymfK
phoA-psiF	+	401707.0	403601.0	phoA,psiF
hisJQMP	-	2423736.0	2426837.0	hisP,hisM,hisQ,hisJ
ytfB	-	4428079.0	4428819.0	ytfB
kdsA	+	1267854.0	1269067.0	kdsA
yegX	-	2182833.0	2183820.0	yegX
ecpA	-	310084.0	310797.0	ecpA
malS	+	3737470.0	3739620.0	malS
yiaA	-	3726924.0	3727361.0	yiaA
gcvTHP	-	3046126.0	3050772.0	gcvP,gcvH,gcvT
yohJK	+	2230509.0	2231714.0	yohK,yohJ
yfgHI	+	2629672.0	2630865.0	yfgI,yfgH
srlR	+	2828860.0	2829820.0	srlR
hcaEFCBD	+	2668982.0	2673249.0	hcaD,hcaB,hcaC,hcaF,hcaE
ybjJI	-	885316.0	887339.0	ybjJ,ybjI
gntKU	-	3575688.0	3577645.0	gntU,gntK
ompT	-	584680.0	585665.0	ompT
efeOB	+	1082154.0	1084647.0	efeB,efeO
yaaW	-	10643.0	11542.0	yaaW
pheP	+	601929.0	603409.0	pheP
trmC	+	2441764.0	2443770.0	mnmC
yhfL	+	3499311.0	3499615.0	yhfL
dkgAp // dkgA	+	3156571.0	3157450.0	dkgA
ygdD	-	2941236.0	2941721.0	ygdD
pdeI-dgcI	+	872979.0	876663.0	dgcI,pdeI
arnBCADTEF	+	2365910.0	2373278.0	arnF,arnE,arnT,arnD,arnA,arnC,arnB
dnaTC-yjjA	-	4599620.0	4601615.0	yjjA,dnaC,dnaT
yahM	+	345336.0	345649.0	yahM
btsSR	-	2212243.0	2214644.0	btsS,btsR
ghrA	+	1097824.0	1098824.0	ghrA
sspAB	-	3376249.0	3377569.0	sspB,sspA
yfiF	-	2717491.0	2718528.0	yfiF
tfaX	+	582875.0	583060.0	tfaX
sanA-yeiS	+	2232684.0	2233839.0	yeiS,sanA
yphCB	-	2673816.0	2675761.0	yphC,yphB
rob	-	4634441.0	4635353.0	rob
tdcABCDEFG	-	3258285.0	3267093.0	tdcG,tdcF,tdcE,tdcD,tdcC,tdcB,tdcA
ykiC	+	383960.0	384079.0	ykiC
ybiP	-	851014.0	852626.0	opgE
rihB	-	2254245.0	2255252.0	rihB
abpAB	-	2761351.0	2765153.0	abpA,abpB
zwf	-	1934839.0	1936376.0	zwf
ybdO	-	636716.0	637618.0	citR
narZYWV	-	1535937.0	1542690.0	narV,narW,narY,narZ
atpIBEFHAGDC	-	3915508.0	3922525.0	atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB,atpI
serT	-	1031551.0	1031719.0	serT
yihV-csqR	+	4073712.0	4075454.0	csqR,yihV
dsdXA	+	2477821.0	2480530.0	dsdX,dsdA
yfaX-rhmD	-	2360209.0	2362211.0	yfaX,rhmD
valUXY-lysV	+	2520924.0	2521519.0	valU,valX,valY,lysV
ycbZ	-	1016539.0	1018460.0	ycbZ
yhdP	-	3392458.0	3396258.0	yhdP
flgAMN	-	1129414.0	1130885.0	flgN,flgM,flgA
tsaD	-	3209530.0	3210628.0	tsaD
ameF	+	2911051.0	2911450.0	ameF
