Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
mazE	U00096.3	2911091	2911368	-	278	1.80	1.40	1.60	1.00	1.20	1.40	1.80	0.80	1.40
mazEF	U00096.3	2910756	2911368	-	613	3.05	3.07	3.35	2.25	1.53	2.73	4.05	2.47	2.40
mazEFG	U00096.3	2909894	2911368	-	1475	14.05	7.07	7.35	4.25	2.53	5.73	6.05	5.47	7.40
mcaS	U00096.3	1405658	1405751	-	94	0	1	0	1	2	0	0	0	0
mcbA	U00096.3	841796	842153	-	358	3	2	4	3	2	4	2	4	1
mcbR	U00096.3	1520096	1520927	+	832	3	4	1	3	3	1	0	3	3
mcrA	U00096.3	1210139	1211179	+	1041	4	6	3	3	6	1	1	3.50	3
mcrBC	U00096.3	4576912	4579337	-	2426	8	7	11	12	9	10	10	11	12
mdaB	U00096.3	3172423	3173111	+	689	34	23.50	23.50	21	18.50	15	18.50	14.50	21.50
mdh	U00096.3	3383330	3384470	-	1141	49.50	48.50	40	28.50	26.50	45.50	36.50	35	36.50
mdlAB	U00096.3	468871	472417	+	3547	21.50	26	33	20	18	23	9	15	15
mdoC	U00096.3	1107784	1108941	-	1158	2	4	1	3	1	2	1	0	1
mdoGH	U00096.3	1109257	1113560	+	4304	96	88	98	87	72	90	95	101.50	93.50
mdtABCD-baeSR	U00096.3	2153979	2164998	+	11020	31	34.50	32.50	29.50	22.50	30.50	23.50	24	27
mdtEF	U00096.3	3659084	3663527	+	4444	10.67	10.33	9.00	8.67	8.00	11.25	8.83	6.67	11.58
mdtG	U00096.3	1114264	1115490	-	1227	7	6	7	4	9	10	3	5	8
mdtH	U00096.3	1124118	1125326	-	1209	1	5	9	3	2	2	2	1	3
mdtK	U00096.3	1743269	1744830	+	1562	7	14	15	10	3	8.50	9.50	7	3
mdtL	U00096.3	3891615	3892790	+	1176	5	4.50	3.50	3	1	4	3	3	7
mdtM-yjiN	U00096.3	4565966	4568519	-	2554	10	10	15	17	11	14	15	7	10
mdtNOP	U00096.3	4299564	4304109	-	4546	2	7	5	1	5	3	2	6	3
mdtQ	U00096.3	2227323	2228758	-	1436	0	2	3	1	3	1	2	3	0
mdtUJI	U00096.3	1672820	1673779	-	960	4	5	1	8	2	3	3	0	0
melAB	U00096.3	4341887	4344790	+	2904	114	134	123	128	79	107	87	99	127
melR	U00096.3	4340720	4341650	-	931	4	5	7	4	3	9	9	9	5
menA-rraA	U00096.3	4118845	4120406	-	1562	88	92.50	98	96.50	78.50	101.50	89.50	93	99.50
menBCE	U00096.3	2373648	2376887	-	3240	6.33	5.33	5.67	4.67	3.33	6.33	7.00	5.33	7.00
menD-yfbB-menBCE	U00096.3	2373648	2379289	-	5642	14.33	12.33	17.67	10.67	7.33	12.33	15.00	11.33	16.50
menFD-yfbB-menBCE	U00096.3	2373648	2380643	-	6996	30.33	24.33	22.67	19.67	18.33	26.33	26.00	21.33	26.50
mepH	U00096.3	1734357	1735250	+	894	31	34	28	27	25	23	21	26	28
mepK-gloC	U00096.3	983023	984297	+	1275	83	72	102	101	77	79	78	79	75
mepS	U00096.3	2269811	2270545	+	735	45	35	56	41	48	49	56	48	55
metA	U00096.3	4214159	4215209	+	1051	5.50	3	8.50	3	6.50	2.50	3.50	4	4
metBL	U00096.3	4128636	4132456	+	3821	21	19	15	22	14	22	17	10	17
metC	U00096.3	3152075	3153423	+	1349	13	10	13	3	4	8	2	6	10
metE	U00096.3	4012884	4015314	+	2431	3	5	3	2	0	2	1	1	2
metF	U00096.3	4132546	4133506	+	961	6	3	6	2	1	4	3	3	2
metG	U00096.3	2193758	2196366	+	2609	66	52	76	67	46.50	72	64	70.50	75.50
metH	U00096.3	4223505	4227511	+	4007	27	29.50	33.50	23.50	27.50	13.50	23	27	43
metJ	U00096.3	4128078	4128558	-	481	59	57	65	63	59	52	61	71	58
metK	U00096.3	3086577	3087860	+	1284	13	11	11	10	9.50	17	13.50	14	16.50
metNIQ	U00096.3	220113	222714	-	2602	41	34	52	48	43	37	50	39	50
metR	U00096.3	4011863	4012855	-	993	6.50	1.50	1	4	2	5.50	0	3.50	1
metT-leuW-glnUW-metU-glnVX	U00096.3	696392	697163	-	772	8	7.50	6	7	4.50	7.50	5	5	6
metY	U00096.3	3318031	3318375	-	345	2.33	1.83	6.08	4	3.58	3.50	2.50	2.92	4.33
metY-yhbC-nusA-infB	U00096.3	3313185	3318297	-	5113	62.63	64.08	73.77	61.00	54.40	59.23	55.98	66.83	63.03
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	U00096.3	3308999	3318375	-	9377	131.22	143.83	156.02	131.08	111.48	124.32	127.15	146.25	143.95
metZWV	U00096.3	2947382	2947756	+	375	3	1	1	0	1	0	1.50	0	0
mfd	U00096.3	1170518	1174028	-	3511	37	32	44	33	27	52	43	43	57
mglAC	U00096.3	2236743	2239391	-	2649	34	25.50	42	31.50	26	28.50	20	23	27
mglBAC	U00096.3	2236743	2240566	-	3824	137	131.50	172	158.50	115	124.50	98	118	147
mgrB	U00096.3	1908623	1908792	-	170	0	1	1	1	1	0	0	1	1
mgrR	U00096.3	1622817	1622914	-	98	3	1	4	2	1	1	3	1	1
mgsA	U00096.3	1026557	1027041	-	485	56	70	78	62	57	80	66	77	84
mgtA	U00096.3	4467280	4470321	+	3042	17	22	18	24	12.50	23.50	18.50	15	30.50
mgtS	U00096.3	1622588	1622799	+	212	7	5	8	2	3	6	4	4	4
mhpABCDFE	U00096.3	368519	374881	+	6363	6.50	4.50	11	9.50	8	9.50	7	2	5
mhpR-lacI	U00096.3	366428	368536	-	2109	19.50	24	12.50	15	10	21	17.50	13.50	17
mhpT	U00096.3	375386	376670	+	1285	1	5	3	8	2	3	2	3	4
miaA-hfq-hflXKC	U00096.3	4398982	4404304	+	5323	52.35	53.05	58.10	57.95	40.70	53.30	45.90	53.25	54.25
miaB	U00096.3	693531	694955	-	1425	15	28	23	15	12	22	18	23	22
micA	U00096.3	2814802	2814874	+	73	17.17	8.83	10	9.33	8	9.50	7	7.33	12.50
micC	U00096.3	1437121	1437231	+	111	0	0.50	0.33	0	0	0	0	0	0
micF	U00096.3	2313084	2313176	+	93	6	10	12	6	2	14	3	15	12
micL	U00096.3	1958441	1958747	-	307	16	27.50	19	22.50	11.50	20.50	18	16	14.50
minCDE	U00096.3	1224279	1226080	-	1802	68	60	57	56	51	64	53	52	60
mioC	U00096.3	3926012	3926475	-	464	8.00	4.00	8.33	6.67	5.33	7.33	5.67	7.33	6.33
mipA	U00096.3	1865726	1866506	-	781	29	45	40	32	25	42	40	30	48.50
mlaA	U00096.3	2464252	2465135	-	884	30	32	37	36	26	24	27	27	30
mlaFEDCB	U00096.3	3336963	3340132	-	3170	53	59	46	49	33	45	41	45	40
mlc	U00096.3	1667344	1668603	-	1260	4.83	8	8.50	6.50	8.33	5	4.83	6.83	4.50
mlc-ynfK	U00096.3	1666524	1668591	-	2068	132.33	124.00	144.83	117.83	93.50	119.83	105.83	128.67	118.83
mliC	U00096.3	1718066	1718395	-	330	9.50	6	16	9	12	4	10	4	8
mlrA	U00096.3	2214840	2215597	+	758	5	0.50	1.50	2	3	2	2	2	0
mltA	U00096.3	2946081	2947273	-	1193	12	22	10	14	9	18	7	15	12
mltB	U00096.3	2824491	2825576	-	1086	8	5	10	16	4	13	6	8	6
mltD	U00096.3	232597	234025	-	1429	30	28	43	27	36	33	23	26	31
mltF	U00096.3	2695767	2697357	+	1591	2	1.50	3.50	1.50	2	2	2	3	4
mmuPM	U00096.3	275206	277647	+	2442	5	3.50	6	7	3	6	4	2	5
mnaT-ydcZ	U00096.3	1517882	1518846	-	965	4	1	0	2	1	1	1	0	1
mngAB	U00096.3	765811	770611	+	4801	6	4.50	7	11	7	4	6.50	3.50	5.50
mngB	U00096.3	767795	770611	+	2817	5	3.50	6.50	8	6.50	4	5.50	2.50	4.50
mngR	U00096.3	765104	765926	-	823	55.67	50.00	63.83	47	47.83	59.67	43.67	55.00	52.00
mnmA	U00096.3	1192667	1193803	-	1137	12	15.50	14	15	10	7.50	9	13.50	10
mnmE	U00096.3	3886828	3888192	+	1365	17	18	15	19	12	19	19	18	19
mnmG-rsmG	U00096.3	3923057	3925674	-	2618	46.50	38.00	38.50	46.33	33.17	34.50	36.17	47.33	41.50
mnt-btuF-yadS	U00096.3	177001	179183	-	2183	47	53	70	60.50	38	47	45	60	52
mntH	U00096.3	2511468	2512734	-	1267	7	11.50	2.50	7	4	6	6	1	7.50
mntP	U00096.3	1905459	1906254	+	796	2	3	3.50	5	1	6.50	5	2	5
mntR-ybiR	U00096.3	853098	854765	+	1668	3	4	2	4	5	7	4	5	2
moaABCDE	U00096.3	816827	819747	+	2921	155	155	173	145.50	118.50	134	134.50	151	136
moaBCDE	U00096.3	817977	819747	+	1771	35	35	33	29.50	32.50	36	36.50	35	33
mobAB	U00096.3	4040906	4042121	-	1216	11.50	19	20	13	17	17	11.50	9	17
mocA	U00096.3	3015056	3015738	+	683	34	32.50	37.50	42.50	14	33.50	30	21	29.50
modABC	U00096.3	794995	797612	+	2618	26	22	31.50	25	20	23	30	20	22
modEF	U00096.3	792316	794644	-	2329	15	17	19	5	8	13	7	11	10
moeAB	U00096.3	864380	866394	-	2015	12	16	15	15	13	9	15	10	14
mog	U00096.3	9306	9893	+	588	8	6	13	6	9	12	12	11	5
mokB	U00096.3	1491962	1492305	-	344	5.50	10.50	13.50	6	6.50	10.50	4.50	9.50	8.50
mokC-hokC	U00096.3	16751	16960	-	210	7	4	6	8	4	8	4	6	9
motRAB-cheAW	U00096.3	1972771	1977302	-	4532	25	15	18.50	20.50	9	19.50	13.50	7.50	19.50
mpaA	U00096.3	1389870	1390639	-	770	0.92	1.67	2.58	2.75	1.50	1.33	2.00	1.58	1.33
mpl	U00096.3	4455728	4457158	+	1431	34	26	38	34	14	25	27	35	33
mppA	U00096.3	1393139	1394840	+	1702	21	8	13	14	12	12	16	12	12
mqo	U00096.3	2305108	2306846	-	1739	10	4	6	3	2	2	0	6	4
mqsA	U00096.3	3167851	3168397	-	547	13.50	11.50	13	8.50	4.50	4.50	9.50	4.50	6.50
mqsRA	U00096.3	3167851	3168653	-	803	18.50	15.50	19	18.50	7.50	11.50	11.50	5.50	10.50
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	U00096.3	89596	107474	+	17879	264.94	252.28	278.34	271.10	206.65	236.87	225.47	250.93	244.02
mrcA	U00096.3	3522826	3525448	+	2623	7	5.50	14	9	8	13.50	8	14.50	5.50
mrcB	U00096.3	164721	167264	+	2544	14	15	19	18	21	18	19	20	20
mreB	U00096.3	3400005	3401356	-	1352	49.50	41.17	45.00	47	36	35.83	32	50	47.50
mreBCD	U00096.3	3398387	3401356	-	2970	64	53.67	60.50	63	43.50	46.33	47.33	66.50	62.00
mreCD	U00096.3	3398387	3400008	-	1622	14.50	13.17	16.50	16	7.50	10.83	15.33	16.50	15.50
mrp	U00096.3	2192993	2194203	-	1211	23	12	17	13	8.50	19	13	10.50	15.50
mrr	U00096.3	4586949	4587863	+	915	17	24	32	35	21	21	17	25	21
mscK	U00096.3	486492	489898	+	3407	48	30	55	39	47	46	48	42	57
mscL	U00096.3	3438001	3438434	+	434	21	25	25.50	26.50	12	26	28.50	16.50	23
mscS	U00096.3	3068947	3069871	-	925	12	15	12	14	12	8	13	13	12
msrA	U00096.3	4441538	4442261	-	724	7	12	16	5	4	7	7.50	4	10.50
msrB	U00096.3	1862016	1862464	-	449	61	65	81.50	69.50	63.50	63	54	50	55
msrC	U00096.3	1915631	1916128	-	498	37	51	42	53	43	52	44	45	34
msrPQ	U00096.3	2039478	2041118	+	1641	8	13.50	11	7.50	5	6	4	4	7.50
msyB	U00096.3	1113807	1114213	-	407	12	14.50	12	15.50	4	17	10.50	9	6
mtfA	U00096.3	2043618	2044448	+	831	121	103	154	139	122	112	91	113	138
mtlADR	U00096.3	3772188	3776419	+	4232	222.50	271.50	239.50	238	173	223	205	205.50	206.50
mtr	U00096.3	3304573	3305932	-	1360	26	25	30.33	21.33	24	21	22	30	25
mug	U00096.3	3214967	3215496	-	530	12	9	9	6	4	7	12	3	4
murA	U00096.3	3335235	3336494	-	1260	23	25	33.50	27.50	18.50	24	26.50	34	33.50
murB-birA	U00096.3	4172057	4174047	+	1991	22	17	36	26	18	29	23	37	38
murJ	U00096.3	1127839	1129374	+	1536	4	3	3	4	4	1	8	1	5
murQP	U00096.3	2545733	2548097	+	2365	3.17	3.83	2	3.67	3.83	4.67	1.50	4.17	2.33
murQP-yfeW	U00096.3	2545741	2549406	+	3666	15.17	9.83	10	8.67	6.83	10.67	7.50	10.17	8.33
murR	U00096.3	2544752	2545793	-	1042	4.67	3.33	7	5.67	6.33	5.67	2.00	2.67	2.33
mutH	U00096.3	2969582	2970351	+	770	1	3	1	3	0	2	1	5	2
mutL-miaA-hfq-hflXKC	U00096.3	4397046	4404304	+	7259	58.35	59.38	65.43	65.28	47.70	57.97	50.23	61.58	62.58
mutM	U00096.3	3810343	3811277	-	935	2.53	5.20	4.80	4.47	2.80	5.07	3.73	5.33	6.07
mutS	U00096.3	2857019	2859654	+	2636	43	28	42	35	16	30	37	38	34
mutY-yggX	U00096.3	3102911	3104368	+	1458	6.83	6.33	6.00	7.00	4.17	5.83	5.33	5.00	6.33
mutY-yggX-mltC	U00096.3	3102911	3105512	+	2602	11.08	11.83	11.75	15.00	9.17	8.83	10.58	11.25	11.83
mutY-yggX-mltC-nupG	U00096.3	3102911	3106970	+	4060	66.42	61.83	75.08	65.33	63.17	55.00	69.42	69.08	73.00
mviM	U00096.3	1126806	1127729	+	924	2	8	7	7	1	6	1	5	5
nac	U00096.3	2061016	2061978	-	963	4	5	3	0	2	2	4	0	1
nadAp_pnuC_nadA	U00096.3	782061	783885	+	1825	10	17	11	10	6	11	10	14	2
nadB	U00096.3	2710357	2712042	+	1686	4	6	7.50	6	1	4	1	3	4
nadC	U00096.3	117752	118663	-	912	7	9	9	4	6	5	5	14	5
nadE	U00096.3	1822302	1823285	+	984	5	5	8	6	1	10	11	9	10
nadK	U00096.3	2750763	2751709	+	947	27.50	39.50	29	36.50	22.50	32	37.50	40	35.50
nagA	U00096.3	701603	703175	-	1573	13.00	11.83	22.17	14.17	15.67	13.50	15.67	24.33	16.50
nagBACD	U00096.3	699574	703708	-	4135	42.50	43.50	50.00	40.83	32.17	42.67	40.50	53.83	48.00
nagC	U00096.3	700374	702008	-	1635	20.50	19.50	25.00	16.83	16.67	16.17	15.00	22.33	17.50
nagE	U00096.3	703840	705965	+	2126	23.50	24	18	30	14	29	15	15	13
nagK-cobB	U00096.3	1178540	1180359	+	1820	26	17	29	18	15	18	24	27	19
nanA	U00096.3	3372683	3373620	-	938	2.50	2	2.50	2.50	3	1	4.50	2.50	4
nanATEK-yhcH	U00096.3	3369014	3373620	-	4607	20.50	23	38.50	29.50	24	20	30.50	23.50	25
nanCM	U00096.3	4537659	4539928	-	2270	4.67	7	9.17	10.17	2	5.83	6.33	5.83	6.67
nanCMS	U00096.3	4536614	4539928	-	3315	9.17	12.67	14.67	13.00	3.50	9.83	9.33	8.00	11.17
nanR	U00096.3	3373698	3374676	-	979	8	15	5	7	3	11	3	2	8
nanS	U00096.3	4536614	4537703	-	1090	4.50	5.67	5.50	2.83	1.50	4.33	3.00	2.50	4.83
nanXY	U00096.3	4504020	4506405	+	2386	10.50	10.50	4.50	4.50	4	2	4	3.50	2
nanY	U00096.3	4505260	4506405	+	1146	8.50	6.50	3.50	3.50	3	2	3	3.50	1
napFDAGHBC	U00096.3	2297657	2303695	-	6039	192.83	182.50	189.50	190.50	165.33	182.17	180.33	175.67	175.33
napFDAGHBC-ccmABCDEFGH	U00096.3	2291358	2303577	-	12220	217.33	207.50	216	217	180.33	205.67	197.33	200.67	198.33
narGHJI	U00096.3	1279807	1286579	+	6773	422	373	466	332	428	404	495	480	523
narK	U00096.3	1277821	1279520	+	1700	9	5	4	5	7	5	5	3	5
narP	U00096.3	2290422	2291147	+	726	240	229	270	249	199	221	223	220	269
narQ	U00096.3	2585577	2587431	+	1855	12	24	18	20	21	20	19	20	22
narU	U00096.3	1542672	1544163	-	1492	4.50	2.33	6	4	3	2.33	4.50	3	4.50
narUZYWV	U00096.3	1535937	1544124	-	8188	9.67	7.17	10.83	8.17	6.83	4.83	7.83	8.67	11.67
narWV	U00096.3	1535937	1538687	-	2751	1.67	1.33	2.33	1.67	2.33	2.00	1.33	3.67	2.67
narXL	U00096.3	1275179	1277777	-	2599	18	24	31	13	19	13	26	29	13
narZYWV	U00096.3	1535937	1542690	-	6754	5.17	5.17	4.83	4.17	3.83	2.83	3.33	5.67	7.17
ndh	U00096.3	1165992	1167389	+	1398	4	2	4	4	3	5	5	9	4
ndk	U00096.3	2644433	2644960	-	528	3	2	3	1	1	1	2	1	2
nei	U00096.3	745904	746726	+	823	7.83	6.50	8	6	4.50	4.33	6.50	8	5
nemA	U00096.3	1726659	1727756	+	1098	1.00	1.33	0.67	1.67	1.67	1.00	1.00	0.33	0.67
nemRA	U00096.3	1726021	1727756	+	1736	3.00	6.67	6.67	7.33	4.67	5.33	5.33	4.17	5.67
nemRA-gloA	U00096.3	1726021	1728244	+	2224	8.00	17.67	13.67	15.83	8.67	9.33	11.33	11.67	9.67
nepI	U00096.3	3840549	3841771	-	1223	2	2	0	3	3	1	2	2	2
nfeF	U00096.3	3215727	3216538	-	812	6	9	9	3.50	3	2	6	6	9
nfeR	U00096.3	3216753	3217402	+	650	6	5	5	5	0	0	5	2	3
nfo	U00096.3	2250806	2251697	+	892	21.50	12.50	16.50	13.50	21	13	9	18.50	15.50
nfrBA	U00096.3	587982	593178	-	5197	27	23	15	21	15	18	14.50	25	17
nfsB	U00096.3	604771	605453	-	683	7	13	11	6	13	5	13	9	10
nfuA	U00096.3	3545458	3546199	+	742	62	59	62	55.50	50	53	58	59	77
nhaAR	U00096.3	17317	19620	+	2304	97	84.50	100	91	54	85.50	68.50	88.50	85
nhaB	U00096.3	1233176	1234767	-	1592	11	6	9	8	2	6	4	12	10
nhaR	U00096.3	18715	19620	+	906	5	6.50	10	12	5	8.50	3.50	9.50	6
nhoA	U00096.3	1533963	1534869	+	907	3	5	7	4	7	11	3	2	6
nikABCDER	U00096.3	3613439	3618989	+	5551	11	16	15	16.50	19.50	12.50	14.50	14.50	18.50
nikR	U00096.3	3618537	3618989	+	453	2	2.50	2	1.50	1.50	2	1	2	2.50
nimT	U00096.3	1875657	1876854	+	1198	1	3	2	3.50	5	2	6	4.50	3.50
nirBDC-cysG	U00096.3	3493987	3499201	+	5215	67	72	82.50	61	52.50	75	70	76.50	65
nlpA	U00096.3	3839175	3840017	-	843	3	3	0	1	3	1	4	2.50	0
nlpC	U00096.3	1792267	1792827	-	561	28.67	20.33	20.33	21.33	17.33	17.00	20.33	24.67	17.00
nlpD-rpoS	U00096.3	2866559	2868829	-	2271	181	169	223	185.50	133	163.50	146	160.50	178
nlpI	U00096.3	3308040	3309040	-	1001	64.50	79.25	72.75	75.50	53	63.25	52	61	55
nmpC	U00096.3	574529	576870	-	2342	220.50	199.50	269.50	213.50	181.50	173	186	240	240.50
nohA-stfQ-tfaQ	U00096.3	1634310	1636603	-	2294	5	1	3	1	0	0	2	1	0
nohD	U00096.3	580834	581379	+	546	1	1	0	0	0	0	0	0	0
norR	U00096.3	2830775	2832307	-	1533	9	2	5	4	2	4	1	0	3.50
norVW	U00096.3	2832439	2835045	+	2607	8	6	9	5	3	12	7	9	8
nrdAB-yfaE	U00096.3	2344755	2348768	+	4014	52	40	55	38.50	39.50	43	55.50	60	58.50
nrdDG	U00096.3	4459900	4462838	-	2939	179	176.50	165.50	148.50	111.50	147	133.50	142	153
nrdG	U00096.3	4459900	4460394	-	495	8	12.50	11.50	11.50	9.50	10	8.50	11	8
nrdHIEF	U00096.3	2800656	2804461	+	3806	11	8	8	3	9	13	9	6	3
nrdR-ribDE-nusB-thiL-pgpA	U00096.3	432977	437107	+	4131	85.50	87.50	103.50	98	73.50	87.50	84	83.50	97.50
nrfABCDEFG	U00096.3	4287671	4294139	+	6469	89	113	119	95	71.50	81	81	85	82
nsrR-rnr-rlmB-yjfI	U00096.3	4406044	4410534	+	4491	397	401	425.50	350	326	362	396	385.50	410.50
nudB-yebC-ruvC	U00096.3	1946815	1948674	-	1860	37.17	29.83	34.83	37.67	25.00	39.25	32.83	33.00	30.00
nudC-hemE-nfi	U00096.3	4196714	4199461	+	2748	30	40	22	44	21	33	17	29.50	27.50
nudE	U00096.3	3525589	3526246	-	658	23	15	12	11	16	20	16	10	12
nudF-yqiB-cpdA-yqiA-parE	U00096.3	3173504	3177910	-	4407	246	235	274	257	173	229	196	217	251
nudG	U00096.3	1841438	1841897	+	460	2	3.50	2	1	2.50	1.50	1	1	3
nudI	U00096.3	2364525	2364979	+	455	0	1	0	0	0	0	2	0	0
nudK	U00096.3	2582903	2583478	-	576	10	6	12	4	6	5	10	5	2
nuoABCEFGHIJKLMN	U00096.3	2390005	2405335	-	15331	223.50	205	261.50	207	191	207.50	201	225.50	215.50
nuoMN	U00096.3	2390005	2393071	-	3067	64.50	44	59.50	51	39	47.50	46	45.50	57.50
nupC	U00096.3	2513009	2514244	+	1236	24	27	32	26	24	18	25	23	38
nupG	U00096.3	3105651	3106970	+	1320	54.33	49.00	61.33	48.33	53.00	45.67	58.33	56.33	60.67
nupX	U00096.3	2252895	2254145	-	1251	1	4	1	2	0	2	4	4	2
nusA-infB	U00096.3	3313185	3317602	-	4418	59.80	60.25	70.35	56.50	51.15	54.40	52.15	63.75	59.20
ogrK	U00096.3	2167302	2167548	-	247	4	6	8	4	0	4	1	4	0
ogt	U00096.3	1399721	1400284	-	564	2.50	1	2	2	1.50	4	1.50	1	1
ohsC	U00096.3	2700518	2700598	+	81	1	8.33	4	2	2	3	2	2	2.67
ompA	U00096.3	1019013	1020191	-	1179	374	452	420	433	364	375	400	394	408
ompC	U00096.3	2311610	2312887	-	1278	234	257	295	256	230	226	274	296	291
ompF	U00096.3	985831	987092	-	1262	193	141	175	174	116	122	147	173	172
ompG	U00096.3	1381947	1382852	+	906	1	0.50	0.50	1	0.50	1	0	0	0
ompL	U00096.3	4063603	4064479	-	877	4.50	2	6.50	4	1	1.50	1	3.50	5
ompN	U00096.3	1435760	1437013	-	1254	6	8.50	8.50	4.50	5	6.50	3.50	5.50	5
ompR-envZ	U00096.3	3534473	3536755	-	2283	67	68.50	72.50	62	59	76	54	47	66
ompT	U00096.3	584680	585665	-	986	3	5	6	5.50	5	2	3.50	4.50	5
ompW	U00096.3	1313991	1314658	+	668	73	49	57	77	62	46.33	70	49	58
ompX	U00096.3	850419	851009	+	591	39.50	31	33.50	35	21.50	34.50	31	30	32.50
omrA	U00096.3	2976102	2976189	-	88	0	0	1	0	0	0	0	0	0
omrB	U00096.3	2976304	2976385	-	82	1	1	2	1	2	0	0	1	1
opgB	U00096.3	4597150	4599494	-	2345	28	30	34	27	21	27	34	32	30
opgD	U00096.3	1496682	1498511	+	1830	81.50	64	69	68	58	66.50	62	67	64.50
oppA	U00096.3	1300916	1302813	+	1898	273.83	245.50	295.50	248.83	229.50	232.67	248.33	238.83	243.67
oppABCDF	U00096.3	1301085	1306768	+	5684	301.33	266.00	303.00	266.33	238.00	252.67	258.83	249.33	255.67
oppBCDF	U00096.3	1302806	1306768	+	3963	44.83	38.50	39.50	36.83	26.50	35.67	35.83	27.83	31.67
orn	U00096.3	4391584	4392149	+	566	14	16.50	23	14.50	11	13	10.50	13	18.50
ortT	U00096.3	1517389	1517562	+	174	0	1	3	1	5	2	6	0	3
osmB	U00096.3	1343110	1343476	-	367	62	101	68	86	34	79	36	28	30
osmC	U00096.3	1556596	1557056	+	461	4	10	9	4	1	10	2	5	3
osmE	U00096.3	1821865	1822283	-	419	31	33	31	26	19	20	15	14	24
osmF-yehYXW	U00096.3	2215745	2219523	-	3779	13	21	15	13	8	16	6	8	11.50
osmY	U00096.3	4611153	4612001	+	849	68	119	73	81	45	90	60	39	60
otsA	U00096.3	1980096	1981651	-	1556	11.67	6.00	10.83	11.67	6.33	7.17	8.83	5.83	9
otsBA	U00096.3	1980096	1982465	-	2370	21.67	18.00	18.83	16.67	12.33	18.17	8.83	8.83	14
oxc	U00096.3	2490256	2492130	-	1875	1	0.50	0	2	0	0.50	0.83	1.50	0
oxyR	U00096.3	4158457	4159407	+	951	8.50	7	8.50	12	7	4.50	5	4	5
oxyS	U00096.3	4158278	4158394	-	117	0	1	0	0	2	0	1	0	0
paaABCDEFGHIJK	U00096.3	1453865	1463438	+	9574	14	15	17.50	13.50	15	21.50	8	10.50	14.50
paaJ	U00096.3	1460644	1462098	+	1455	3	4	4.50	1.50	3	3.50	2	2.50	4.50
paaXY	U00096.3	1463509	1465061	+	1553	7	14	21	23	10	11	15	9	12
paaZ	U00096.3	1451597	1453670	-	2074	1	2	0	2	5	2	1	6	2
pabA	U00096.3	3490266	3490851	-	586	3	3	4	4.50	2.50	7	3.50	4	3.50
pabB-nudL	U00096.3	1894628	1896748	+	2121	15.50	22	17	17.50	17	14.50	14.50	18.50	15.50
pabC-mltG-tmk-holB-ycfH	U00096.3	1153194	1157574	+	4381	78	77	65	91	46	88	45	81	72
pagP	U00096.3	656526	657117	+	592	5	4.50	3	0	2	4	6	1	2
panBC	U00096.3	147944	149630	-	1687	126	104	112	111	99	90	112	104	120
panD	U00096.3	146314	146754	-	441	74	79	105	85.50	66	76	73	91	100
panE-yajL	U00096.3	443051	444515	-	1465	12	18	12	11	12	16	14	15	8
panZ	U00096.3	3597828	3598367	+	540	3	1	1	2	0	1	2	3	3
paoABCD	U00096.3	297770	302573	-	4804	10	3	2	9	2	5	2	7.50	3
parC	U00096.3	3163715	3166030	-	2316	23	20	20	15	18	24	23	26	27
patA	U00096.3	3219458	3220873	+	1416	1	6	4	10	2	4	2	6	1
patD	U00096.3	1515415	1517002	+	1588	6	17	14	12	10	9.50	11.50	7.50	11
patZ	U00096.3	2719931	2722613	+	2683	44.50	47	51.50	36.50	37.50	35	37	37	45
pbl	U00096.3	2993939	2994441	+	503	1	2	1	1	0	1	0	0	0
pbpG	U00096.3	2223938	2225066	-	1129	6	10	9.50	3	5.50	14.50	5	8	2.50
pck	U00096.3	3532679	3534440	+	1762	174.50	151.50	217.50	164	130.50	157	154	149	148.50
pcnB-folK	U00096.3	157253	159195	-	1943	17.75	21.25	20.50	22.25	17.75	23.25	14.50	23.75	23.75
pcnB-folk	U00096.3	157253	159391	-	2139	18.42	21.25	21.17	22.58	17.75	23.25	14.83	23.75	24.42
pdeA	U00096.3	2515643	2517832	-	2190	6	7	7	5	7	5	4	2	5
pdeB	U00096.3	477067	478617	-	1551	8	10	8	14	8	18	8	4	6
pdeD	U00096.3	1898427	1900025	+	1599	4	4.50	5.50	3	3	4.50	7.50	6	2
pdeG	U00096.3	1217328	1218851	+	1524	1	3	7	2	2	4	2	1	1
pdeI-dgcI	U00096.3	872979	876663	+	3685	4	5	6	8	4	6	2	3	0
pdeK	U00096.3	3683630	3685618	-	1989	15	9	19	17	10	7	14	13	9
pdeL	U00096.3	331873	333459	+	1587	4	8	10	8	3	9	5	8.50	3
pdeN	U00096.3	2270726	2272282	+	1557	16	24	11	11	4	10	9	13	13
pdeR	U00096.3	1344757	1346843	-	2087	18.50	16	14	17	8	11.50	16	8	7
pdhR-aceEF-lpdA	U00096.3	122034	129394	+	7361	186.50	178.50	213.83	198	140	154	163	164	165
pdxA-rsmA	U00096.3	51609	53446	-	1838	17.35	19.40	17.70	18.50	14.75	18.40	15.90	18.55	21.55
